,idnum,k6d26_2_int,k6d26_3_int,k6d26_4_int,k6d27_int,k6d28_int,k6d29_int,k6d30_1_int,k6d30_2_int,k6d30_3_int,k6d30_4_int,k6d30_5_int,k6d30_6_int,k6d30_7_int,k6d30_8_int,k6d30_9_int,k6d30_10_int,k6d31_int,k6d32_int,k6d33_int,k6d34_int,k6d35a_int,k6d35b_int,k6d35c_int,k6d35d_int,k6d35e_int,k6d35f_int,k6d36a_int,k6d36b_int,k6d36c_int,k6d36d_int,k6d36e_int,k6d36f_int,k6d36g_int,k6d36h_int,k6d37_int,k6d38_int,k6d39_int,k6d40_int,k6d41_int,k6d42_int,k6d43_int,k6d44_int,k6d45_int,k6d46_int,k6d47_int,k6d47a1_int,k6d47a2_int,k6d48_int,k6d49_int,k6d50_int,k6d51_int,k6d52_int,k6d53_int,k6d54_int,k6d55_int,k6d56a_int,k6d56b_int,k6d56c_int,k6d56d_int,k6d57_int,k6d58_int,k6d58a1_int,k6d58a2_int,k6d59_int,k6d60_int,k6d61a_int,k6d61b_int,k6d61c_int,k6d61d_int,k6d61e_int,k6d61f_int,k6d61g_int,k6d61h_int,k6d61i_int,k6d61j_int,k6d61k_int,k6d61l_int,k6d61m_int,k6d62a_int,k6d62b_int,k6d62c_int,k6d62d_int,k6d62e_int,k6d62f_int,k6d62g_int,k6d62h_int,k6d62i_int,k6d62j_int,k6d62k_int,k6d63_int,k6d64_int,k6e1_int,k6e2a_int,k6e2b_int,k6e2c_int,k6e2d_int,k6e2e_int,k6e3a_int,k6e3b_int,k6e3c_int,k6e3d_int,k6e4a_int,k6e4b_int,k6e4c_int,k6e5_int,k6e6_int,k6e7a_int,k6e7b_int,k6e7c_int,k6e7d_int,k6e7e_int,k6e7f_int,k6e8_int,k6e9_int,k6e10_int,k6e11_int,k6e12_int,k6e13a_int,k6e13b_int,k6e13c_int,k6e13d_int,k6e13e_int,k6e13e_101_int,k6e13e_102_int,k6e13e_103_int,k6e13e_104_int,k6e13e_105_int,k6e13e_106_int,k6e13e_107_int,k6e14_int,k6e15_int,k6e16_int,k6e17_1_int,k6e17_2_int,k6e17_3_int,k6e17_4_int,k6e17_5_int,k6e18_int,k6e19_int,k6e20_int,k6e20a_int,k6e21a_int,k6e21b_int,k6e21c_int,k6e21d_int,k6e22a_int,k6e22b_int,k6e22c_int,k6e22d_int,k6e22e_int,k6e22f_int,k6e23_int,k6e24_int,k6e25_int,k6e26_int,k6e27a_int,k6e27b_int,k6e27c_int,k6e27d_int,k6e28_int,k6e29_int,k6e30_int,k6e31_int,k6e32_1_int,k6e32_2_int,k6e32_3_int,k6e32_4_int,k6e32_5_int,k6e32_6_int,k6e32_7_int,k6e32_101_int,k6e32_102_int,k6e32_103_int,k6e32_104_int,k6e33_int,k6e34a_int,k6e34b_int,k6e34c_int,k6e34d_int,k6e34e_int,k6e34f_int,k6e34g_int,k6e34h_int,k6e34i_int,k6e35a_int,k6e35b_int,k6e35c_int,k6e35d_int,k6e35e_int,k6e35f_int,k6e35g_int,k6e35h_int,k6e35i_int,k6e35j_int,k6e35k_int,k6e36_int,k6e37_int,k6e38_int,k6e39_int,k6e40_1_int,k6e40_2_int,k6e40_3_int,k6e40_4_int,k6e40_5_int,k6e40_6_int,k6e40_7_int,k6e40_8_int,k6e40_9_int,k6e40_10_int,k6e40_11_int,k6e40_12_int,k6e40_13_int,k6e40_14_int,k6e40_15_int,k6e40_16_int,k6e41a_int,k6e41b_int,k6e41c_int,k6f1a_int,k6f1b_int,k6f2_int,k6f3_int,k6f4_int,k6f5_int,k6f6_int,k6f7_int,k6f9_int,k6f10_int,k6f11_int,k6f12_int,k6f13_int,k6f14_int,k6f15_int,k6f16_int,k6f17_int,k6f18a_int,k6f18b_int,k6f18c_int,k6f18d_int,k6f19_int,k6f20_int,k6f20a_int,k6f21_int,k6f22_int,k6f23_int,k6f24_int,k6f25_int,k6f26_int,k6f27_int,k6f28_int,k6f29_int,k6f30_int,k6f30a_int,k6f31_int,k6f32_int,k6f33_int,k6f34_int,k6f35_int,k6f36_int,k6f37_int,k6f38_int,k6f39_int,k6f39a_int,k6f40_int,k6f41_int,k6f42_int,k6f43_int,k6f44_int,k6f45_int,k6f46_int,k6f47_int,k6f48_int,k6f49_int,k6f50_int,k6f50a_int,k6f51_int,k6f52_int,k6f53_int,k6f54_int,k6f55_int,k6f56_int,k6f56a_int,k6f57_int,k6f58_int,k6f59_int,k6f60_int,k6f61_int,k6f63_int,k6f63a_int,k6f63b_int,k6f64_int,k6f65_int,k6f66_int,k6f67a_int,k6f67b_int,k6f67c_int,k6f67d_int,k6f68_int,k6f69a_int,k6f69b_int
3721,3722,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,6.0,5.0,0.0,2.0,,,,2.0,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,,1.0,4.0,4.0,4.0,4.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,2.0,2.0,3.0,13.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,2.0,1.0,14.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3723,3724,1.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,,,,0.0,4.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,8.0,0.0,6.0,0.0,3.0,3.0,3.0,2.0,,,,1.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0,,1.0,3.0,3.0,2.0,4.0,3.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,3.0,3.0,3.0,16.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,2.0,1.0,17.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3724,3725,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,3.0,5.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,2.0,8.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,,,,2.0,2.0,1.0,,2.0,,1.0,15.0,1.0,,1.0,,,,,,,,2.0,,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,15.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,13.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014.0,9.0,,5.0,4.0,1.0,1.0,2.0,1.0,2.0,,
3725,3726,,,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,4.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,,1.0,3.0,1.0,0.0,,0.0,1.0,2.0,5.0,2.0,,,,2.0,2.0,3.0,4.0,,,2.0,,,,,,,,,,,,4.0,4.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,,1.0,4.0,4.0,4.0,1.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,3.0,3.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3726,3727,0.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,,,,2.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,4.0,4.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,,1.0,4.0,2.0,4.0,4.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,,,,,,2.0,2.0,1.0,1.0,2.0,2.0,,,2.0,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,2.0,1.0,10.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3727,3728,0.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,12.0,3.0,1.0,2.0,0.0,1.0,0.0,7.0,7.0,6.0,2.0,,,,2.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,,1.0,3.0,2.0,4.0,4.0,,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,2.0,1.0,15.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3729,3730,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,4.0,4.0,1.0,15.0,1.0,,2.0,2.0,1.0,1.0,,,1.0,14.0,2.0,6.0,2.0,4.0,1.0,2.0,,,,,4.0,5.0,,,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,2.0,1.0,14.0,1.0,1.0,15.0,1.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,2013.0,7.0,,4.0,1.0,3.0,1.0,,4.0,15.0,1.0,,,,,1.0,2.0,2.0,2.0,1.0,2.0,2013.0,8.0,,2.0,15.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,12.0,3.0,1.0,,,,,1.0,2.0,2.0
3730,3731,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,,,,1.0,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,,1.0,1.0,4.0,4.0,4.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,3.0,2.0,3.0,12.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3733,3734,,,,2.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,5.0,6.0,2.0,3.0,1.0,2.0,,,,2.0,2.0,2.0,1.0,,4.0,1.0,,1.0,,2.0,1.0,1.0,1.0,,,,,2.0,1.0,,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,14.0,1.0,1.0,15.0,2.0,4.0,1.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,,,14.0,1.0,1.0,1.0,2.0,,4.0,15.0,1.0,,,,,1.0,2.0,1.0,2.0,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3734,3735,,,,2.0,2.0,0.0,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,,,,2.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,,4.0,,1.0,1.0,1.0,3.0,4.0,3.0,2.0,,2.0,4.0,3.0,4.0,3.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,13.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3735,3736,0.0,1.0,0.0,2.0,2.0,0.0,,,,,,,,,,,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,5.0,3.0,6.0,3.0,3.0,4.0,0.0,2.0,,,,2.0,2.0,1.0,3.0,,,2.0,,,,,,,,,,,,3.0,3.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,,1.0,4.0,4.0,4.0,4.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,2.0,2.0,3.0,13.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,2.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,1.0,1.0,12.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3736,3737,1.0,0.0,0.0,1.0,2.0,0.0,,,,,,,,,,,5.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,2.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,,,,2.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,2.0,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,,,4.0,,2.0,2.0,,4.0,4.0,,2.0,,2.0,4.0,2.0,2.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,1.0,2.0,2.0,14.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3737,3738,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,9.0,10.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,,,,2.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,4.0,4.0,4.0,2.0,,4.0,,2.0,,2.0,4.0,4.0,2.0,2.0,,2.0,2.0,3.0,3.0,2.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,2.0,1.0,15.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3738,3739,0.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,3740,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,10.0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,2.0,,,,2.0,2.0,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,,1.0,4.0,4.0,4.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,13.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3740,3741,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,2.0,2.0,2.0,,3.0,,1.0,14.0,1.0,,1.0,,,,,,,,2.0,,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,,2.0,4.0,4.0,4.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,8.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,2.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,2.0,1.0,1.0,13.0,4.0,1.0,14.0,2.0,5.0,1.0,1.0,2.0,5.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
3741,3742,0.0,1.0,0.0,2.0,2.0,0.0,,,,,,,,,,,2.0,4.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,6.0,1.0,7.0,4.0,0.0,3.0,0.0,3.0,3.0,3.0,2.0,,,,2.0,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,,1.0,2.0,2.0,4.0,4.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,2.0,1.0,8.0,4.0,1.0,15.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,
